0.2671777,-0.06145399,1.062559,1.209666,1.638764,1
0.2671777,-0.06145399,1.062559,1.209666,1.638764,1
0.205361,2.048029,-0.7579666,-0.5965973,-1.41543,-1
0.205361,2.048029,-0.7579666,-0.5965973,-1.41543,-1
-0.5812999,-0.6010422,-2.22972,-0.2331556,0.5209802,-1
-0.5812999,-0.6010422,-2.22972,-0.2331556,0.5209802,-1
0.7484221,-2.06576,0.6959225,-0.9953843,0.5469001,-1
0.7484221,-2.06576,0.6959225,-0.9953843,0.5469001,-1
0.3141932,0.2857983,-0.1291103,-0.09265214,1.517531,-1
-2.054512,-0.1655162,-0.6703259,1.792019,1.422564,1
-2.054512,-0.1655162,-0.6703259,1.792019,1.422564,1
-1.318209,-1.550071,0.1237087,-0.000305775,0.02728842,-1
-1.318209,-1.550071,0.1237087,-0.000305775,0.02728842,-1
-1.133608,-0.1696069,2.371462,-0.8317901,0.3842394,1
-1.133608,-0.1696069,2.371462,-0.8317901,0.3842394,1
1.996505,0.8564939,1.494582,-1.224407,1.38871,-1
1.004527,1.335464,0.3868541,0.5955859,0.8880423,1
1.284758,2.226965,-0.1154958,0.4360397,0.2999574,-1
-0.7837918,-1.20894,-1.568225,-0.7144844,-0.2335023,-1
-0.7837918,-1.20894,-1.568225,-0.7144844,-0.2335023,-1
1.657725,1.013039,0.6616809,0.6213774,2.123008,1
0.4960609,0.6299307,1.129561,0.6811244,-0.04139556,1
-1.05564,-1.145495,-1.556881,1.16249,-0.05518834,1
-1.05564,-1.145495,-1.556881,1.16249,-0.05518834,1
0.8883112,1.646449,-0.5561972,-0.2299698,0.8326873,1
0.8883112,1.646449,-0.5561972,-0.2299698,0.8326873,1
-0.1525205,1.927383,0.2939657,0.5607337,-0.1310146,-1
0.5168397,0.4855287,-0.1977962,-0.2801722,0.1606894,-1
0.5168397,0.4855287,-0.1977962,-0.2801722,0.1606894,-1
-1.02456,-1.832116,-0.9175918,0.5219327,-0.8318171,-1
-1.02456,-1.832116,-0.9175918,0.5219327,-0.8318171,-1
2.159063,-1.012453,-0.3003105,0.2760664,0.319225,1
-1.376017,0.8638018,-1.154602,-0.05719233,-0.3133421,1
-1.376017,0.8638018,-1.154602,-0.05719233,-0.3133421,1
-0.3588934,2.964397,1.759068,0.9687506,1.379092,1
2.393581,-0.7346788,0.1525112,1.150496,-1.446262,-1
-1.24278,0.7064982,1.087739,0.03787241,0.2243916,-1
-1.24278,0.7064982,1.087739,0.03787241,0.2243916,-1
-1.219977,0.2984778,0.8302892,0.3792735,0.608776,-1
-1.219977,0.2984778,0.8302892,0.3792735,0.608776,-1
-0.3488348,0.1376728,1.152271,-0.01519672,-0.8895493,-1
1.779813,1.979131,0.6828328,3.658622,1.773631,1
1.542394,1.013893,-1.556015,-0.2291732,-0.08324116,-1
1.542394,1.013893,-1.556015,-0.2291732,-0.08324116,-1
0.9963282,-1.169984,-0.4654136,-0.6545983,-1.050511,-1
0.9963282,-1.169984,-0.4654136,-0.6545983,-1.050511,-1
0.4090246,1.803641,-0.6212449,1.092618,0.8484297,1
0.4090246,1.803641,-0.6212449,1.092618,0.8484297,1
0.08318049,-0.2600883,-1.080429,1.950776,0.4192046,-1
0.08318049,-0.2600883,-1.080429,1.950776,0.4192046,-1
-0.8020252,2.00526,0.2286165,2.227827,0.204025,-1
-0.8020252,2.00526,0.2286165,2.227827,0.204025,-1
0.4587599,-0.3767683,1.099007,2.939529,1.135553,-1
-1.75621,0.1050998,0.4716668,1.508358,0.8811059,1
-1.75621,0.1050998,0.4716668,1.508358,0.8811059,1
1.120439,0.7605203,2.028563,1.447253,1.112946,-1
-1.138883,-1.724788,-0.870262,-0.1851788,-0.8335936,1
-1.138883,-1.724788,-0.870262,-0.1851788,-0.8335936,1
1.942687,3.218523,0.6379382,1.887703,0.152703,1
-1.33827,2.131561,-1.677189,-0.09668053,0.259525,-1
-1.33827,2.131561,-1.677189,-0.09668053,0.259525,-1
0.609603,0.7780823,0.292528,1.310273,-0.4608152,-1
-0.7462856,-0.04672623,-1.700295,-0.2042411,-1.371187,1
-0.7462856,-0.04672623,-1.700295,-0.2042411,-1.371187,1
0.556047,2.000008,1.42532,-0.1167485,2.582091,-1
0.556047,2.000008,1.42532,-0.1167485,2.582091,-1
3.410941,0.4717334,3.721589,1.976661,2.525457,1
-1.156555,0.8565745,1.921659,0.7092036,1.119482,-1
1.706877,-2.033224,0.5396626,-0.2138458,0.3651326,-1
1.706877,-2.033224,0.5396626,-0.2138458,0.3651326,-1
0.0216318,-0.9243879,-1.454974,0.3636599,0.4965473,1
0.0216318,-0.9243879,-1.454974,0.3636599,0.4965473,1
0.003161749,1.964227,-0.882255,1.516557,1.731323,-1
2.998658,1.096172,1.438759,-0.2050582,1.282307,1
-1.115684,-0.1259946,-1.811356,-0.3254059,0.3417,-1
-1.115684,-0.1259946,-1.811356,-0.3254059,0.3417,-1
-0.721314,-0.2021852,0.1408999,0.5698453,0.7745553,1
-0.721314,-0.2021852,0.1408999,0.5698453,0.7745553,1
-0.0961148,1.874258,0.1249029,0.2850062,0.9221534,-1
0.1861834,0.6488393,1.321658,1.056293,1.129131,1
-0.128374,-0.2791404,0.3096709,0.6741976,0.2921723,1
-0.128374,-0.2791404,0.3096709,0.6741976,0.2921723,1
2.168438,2.532578,1.71281,1.732436,0.6499958,1
1.951137,0.02990031,1.500376,-0.2518473,0.816348,1
-1.156913,0.704475,0.5510964,-1.132414,-0.4125962,1
-1.156913,0.704475,0.5510964,-1.132414,-0.4125962,1
2.236691,2.100351,0.2253632,0.9399039,3.044677,1
0.4190583,0.4523828,0.1543142,-0.2424088,-0.4450903,1
0.02430283,-0.7112554,2.058973,2.092034,1.671483,1
0.7028919,0.7711769,1.332596,1.716812,-0.4703149,1
0.7028919,0.7711769,1.332596,1.716812,-0.4703149,1
0.6283065,-0.001772086,0.2348071,-0.5937519,-1.159572,1
-0.7836996,-0.9589656,-1.332964,-0.7007626,0.8422911,1
-0.7836996,-0.9589656,-1.332964,-0.7007626,0.8422911,1
-0.3199858,0.08421156,0.7960969,-1.680269,1.076675,-1
-0.3199858,0.08421156,0.7960969,-1.680269,1.076675,-1
0.06783933,0.3845341,-0.6448885,0.2429677,-0.5998342,1
1.099885,1.576006,1.039854,1.535521,0.9013226,-1
0.5378516,0.5995959,1.331457,-0.9243459,0.7609897,1
-0.5432444,0.2936054,-0.1085464,-1.130664,0.4231833,1
-0.5432444,0.2936054,-0.1085464,-1.130664,0.4231833,1
2.178733,0.7188207,2.364767,1.102334,-0.5211432,-1
2.178733,0.7188207,2.364767,1.102334,-0.5211432,-1
-0.2161485,1.020545,1.939561,-1.425921,-0.4453059,-1
-0.2161485,1.020545,1.939561,-1.425921,-0.4453059,-1
1.452177,1.71122,1.101358,1.233301,1.53552,1
1.185104,1.315438,0.7415546,0.05175534,0.09184821,-1
-1.282468,-0.4392347,1.117421,1.315468,0.2923225,1
-1.282468,-0.4392347,1.117421,1.315468,0.2923225,1
2.097594,1.934828,-0.9157184,0.9495217,2.532872,1
0.4614856,0.2216594,-0.2379554,-0.5155065,0.7653269,-1
0.4614856,0.2216594,-0.2379554,-0.5155065,0.7653269,-1
-0.03821172,1.574147,1.672368,0.6212312,-0.7676969,1
-0.03821172,1.574147,1.672368,0.6212312,-0.7676969,1
1.998367,0.4571531,-0.615515,-0.440297,0.9345666,1
1.998367,0.4571531,-0.615515,-0.440297,0.9345666,1
1.634215,1.117687,2.034741,0.6969218,1.188497,1
-0.5794376,0.7321942,0.3544294,0.1894271,1.939287,1
-0.5794376,0.7321942,0.3544294,0.1894271,1.939287,1
0.03616327,2.626978,1.320458,3.172042,1.474752,-1
1.455064,1.897633,1.284539,2.096902,1.138771,-1
1.149786,-1.085526,-0.5954082,-0.3481086,2.437097,-1
1.610838,-0.2252711,1.322033,-0.2009898,-2.46786,-1
1.610838,-0.2252711,1.322033,-0.2009898,-2.46786,-1
0.3056999,0.08654885,1.474616,-0.5361337,2.720289,-1
0.5797015,0.3305832,0.8668431,2.057563,0.7217085,1
0.5797015,0.3305832,0.8668431,2.057563,0.7217085,1
0.0807841,-2.384039,-1.045409,-0.8166065,0.0284474,-1
0.0807841,-2.384039,-1.045409,-0.8166065,0.0284474,-1
0.1258444,-1.670182,0.6071186,0.9945066,1.275892,-1
0.1258444,-1.670182,0.6071186,0.9945066,1.275892,-1
2.276976,0.3232976,1.44,1.524863,1.862958,1
-1.432577,-0.214016,0.3282278,0.4816174,1.683649,1
-1.432577,-0.214016,0.3282278,0.4816174,1.683649,1
1.666481,2.811706,0.4454883,0.7441001,3.342693,-1
1.281011,-1.208755,0.6389759,-1.568135,0.4059343,1
1.281011,-1.208755,0.6389759,-1.568135,0.4059343,1
-0.2288218,0.9360527,0.3068763,1.15804,2.199875,1
-0.2288218,0.9360527,0.3068763,1.15804,2.199875,1
-0.6425451,-0.6360672,-0.04460887,0.02203035,-0.9138893,1
-0.6425451,-0.6360672,-0.04460887,0.02203035,-0.9138893,1
0.4755709,0.4582321,0.1289506,-0.3592026,1.567901,1
0.4755709,0.4582321,0.1289506,-0.3592026,1.567901,1
0.7154164,-0.680366,-0.1468469,-0.3669158,-1.775755,1
0.7154164,-0.680366,-0.1468469,-0.3669158,-1.775755,1
-0.1956715,2.89635,0.04076331,1.831229,0.8768455,1
1.577377,0.8392885,0.272565,1.584134,-0.2438393,1
0.4603395,-1.811217,1.799682,0.05693475,-0.9920455,1
0.4603395,-1.811217,1.799682,0.05693475,-0.9920455,1
0.0005216594,0.7594697,1.81977,0.8188807,1.319623,-1
3.48194,2.13014,0.312209,1.163438,1.768789,1
-0.4392592,0.01769222,-0.09952685,-0.5891155,0.7324012,-1
