629447,-692372
811584,923590
-746026,752509
826752,-22741
264718,-185847
-804919,-746847
-443004,850851
93763,-988838
915014,-627223
929777,-351878
-684774,-899627
941186,-710926
914334,458739
-29249,-35441
600561,-323871
-716227,-526466
-156477,-98274
831471,-629098
584415,-351490
918985,-472057
311481,660154
-928577,392720
698259,-332925
867986,160465
357470,-424324
515480,-472059
486265,-480197
-215546,354160
310956,39653
-657627,-846493
412092,-888309
-936334,-482543
-446154,-120145
-907657,-431422
-805736,357536
646916,899159
389657,547910
-365801,272278
900444,507163
-931108,493633
-122511,172062
-236883,546113
531034,-215023
590400,210580
-626255,-505134
-20471,-419596
-108828,-961335
292626,-305381
418730,-716408
509373,-176931
-447950,-693863
359405,658018
310196,478399
-674777,-802259
-762005,641266
-3272,-545777
919488,-786117
-319229,325552
170536,909152
-552376,629129
502534,246506
-489810,-343462
11914,-445264
398153,-131246
781807,-299409
918583,755518
94431,-987691
-722751,392898
-701412,-323874
-484983,-390033
681435,296201
-491436,842293
628570,786148
-512950,994359
858527,-854232
-300032,-740763
-606809,963136
-497832,-819515
232089,372317
-53422,857930
-296681,-716367
661657,768831
170528,-960476
99447,-314628
834387,-523388
-428322,969128
514400,693196
507458,589023
-239108,800556
135643,560209
-848291,673022
-892100,-357813
61595,485491
558334,328989
868021,-421633
-740188,-325256
137647,817274
-61219,-935498
-976196,392715
-325755,-582460
-675635,648299
588569,-563535
-377570,-800715
57066,239012
-668703,-792370
203964,598124
-474057,805850
308158,-374974
378429,-436822
496303,-986436
-98917,-8257
-832357,976964
-542046,475882
826675,-378560
-695244,200815
651634,563360
76685,-776934
992269,158659
-843649,740742
-114643,379552
-786694,-514059
923796,-314555
-990732,90880
549821,-864855
634606,-179103
737389,-524977
-831128,-22053
-200435,612133
-480259,-244304
600137,35956
-137172,-810804
821295,818190
-636306,-584739
-472394,-235871
-708922,320561
-727863,516747
738584,-653861
159409,34760
99720,990676
-710090,415219
706062,-838865
244110,-913384
-298095,-17689
26499,-106807
-196384,-26403
-848067,-668218
-520168,-278687
-753362,761444
-632184,488704
-520095,-166458
-165466,814710
-900691,-811386
805432,-637347
889574,893174
-18272,-798302
-21495,-223924
-324561,-421550
800108,-853826
-261506,-610784
-777594,-165030
560504,-414147
-220522,404277
-516617,-520574
-192176,918965
-807091,-389076
-736053,-690169
884101,111017
912269,581087
150417,-112255
-880441,991637
-530440,-126827
-293683,-391118
642388,-506979
-969193,921651
-913952,-554238
-662020,-208782
298231,-550951
463445,-459951
295492,-163117
-98153,995472
94018,822061
-407358,100854
489386,192672
-622090,-841710
373551,153272
-632978,796345
-263031,-73379
251237,-203207
560455,-791078
-837748,304473
858772,983400
551425,356146
-26417,-143045
-128283,309603
-106433,177491
-387301,490110
17017,281741
21543,7352
635255,876083
589663,210687
288636,277847
-242781,405315
623161,721898
65651,-240675
-298546,424246
878003,47041
751886,-273021
100313,-130648
244950,375195
174089,-546298
-584515,958007
-397507,951342
-58153,-420972
-539024,-323133
688618,992889
-610471,577941
-548156,589843
-658584,264738
-544671,622902
-128603,-103813
-377795,661227
846759,-746673
-139585,26536
-630367,431863
809762,-503707
959497,63801
-122260,-235581
-777762,603522
-483871,341722
-182560,965718
189792,873643
-475577,152545
205686,-839628
422432,-172350
-556507,-638310
-765165,991262
-406648,40772
-362443,770565
-151666,296503
15717,-67493
-828968,-809438
-475036,935642
602029,240223
-941559,-687994
857708,-203266
460662,765010
-22782,78028
157050,87352
-525433,-115095
-82302,-632509
926177,-501538
93611,-429777
42272,59019
-536811,119675
-22205,-169709
248120,811361
358271,-389714
-208970,299539
-265127,-422436
975964,-489497
-924522,-283634
770336,611835
826574,77853
592368,180127
-802575,-537717
-476258,-796107
-329286,289289
359456,960277
-726894,-796555
442455,-624268
-786476,-981229
307515,676607
-11652,-37315
558103,-62939
430074,817099
807441,-165705
781845,88276
-331674,398018
397492,-841899
-604380,18832
-938918,-26203
488149,711761
45,228810
-40156,-765169
809444,213746
219733,-671640
235333,-201949
718885,64715
610979,750422
153443,318077
-634155,575252
-520136,-747950
773024,49948
-942652,798960
-20197,-781831
-664146,269143
957361,-838308
425389,-177536
943,425268
-57823,-799155
-880762,619894
363944,275619
-915138,796138
-857109,243642
43300,-170785
-806540,295116
636297,-21462
635094,-812489
444879,274646
-700269,900523
319211,-47247
37190,205610
945949,182965
297983,-549477
600661,336866
-92405,-686897
-135217,548503
650628,-573895
-833060,-661753
-733658,451506
-653223,-487622
-218124,-674467
662759,251554
606729,-498505
-879058,-474044
-201484,687856
53752,-205158
-166401,-790843
313720,-612291
255947,-273859
-416032,749069
-136698,199540
-969026,-483773
968127,-283145
-665663,775080
-787567,801061
-255181,-104096
-603763,-462297
-20625,107631
-321013,-642305
903261,719405
840664,-536048
-894646,-663789
475716,-946554
-461761,-355138
-154329,110329
95742,649057
885474,608495
-164512,-951184
966105,-256989
-397090,-16260
402198,-67896
332678,-916572
78253,234004
396211,156066
333056,-402382
-643735,-128668
-743971,-726734
998161,-400558
-657758,522750
-934798,-929395
122400,-461000
763733,992537
338351,-106108
-619133,-694430
-262167,772456
-78548,-937239
963276,-767930
-687190,-498290
711046,519350
289529,796619
-247456,-553159
-618153,346598
-143494,637572
-35956,897860
-758777,748631
179015,-212527
-547625,873925
-230762,-126209
165973,-674955
-496388,-380358
-419119,362219
234182,868110
-469438,894778
648753,198166
965327,897748
460498,-191963
-312246,-917935
168139,-412349
-784462,-936121
812616,729026
759307,-134907
635521,-814383
-478544,-724417
188713,-516058
-954975,-553982
-149481,735480
-374562,528353
-677031,-310571
-642468,-230440
-154229,189730
-811541,70241
197047,-332889
-58151,709365
391899,-468712
399776,867880
277062,-220332
-932792,366131
-862388,-449980
-360801,-944085
61729,881226
308891,67941
-184762,342347
639962,215070
436718,501747
937299,962644
62668,455339
-349709,714642
-788742,983686
221917,518921
557604,-707918
-153094,-347389
-818353,-942428
-467057,389102
-692687,917514
-437989,458094
-119830,473508
54285,-650779
-85151,-289181
750743,149299
36104,-80109
887245,667450
275418,630888
915388,-352097
-518586,-76631
352245,347918
-421871,190453
343616,-731225
390281,-961016
-864014,-749783
-490420,-553448
-551920,-101725
335665,69063
688784,980780
-311075,434694
561039,960115
350664,-892524
-986569,273748
204341,920764
-226458,-460154
831982,898815
-997698,804469
-75102,-610703
-151302,467903
-78167,-650278
540319,-789718
-355056,-371775
569479,-302469
-57286,-202075
-928475,-432165
-648251,-372176
443516,436560
-53028,889293
-694558,-824422
-317751,-440931
214778,192318
-616509,656869
476854,564305
-514301,114477
834849,-927447
-461877,338744
531000,697977
-622676,-869071
-425004,-278469
-817773,-483898
152419,-134807
366726,-387858
93186,933177
-148542,-740134
288886,-565128
295235,786788
358034,243412
271573,-203675
890348,-287821
-582130,293146
418563,466182
-527539,463402
-761208,916351
214608,-908091
-99725,-151278
-82549,-981965
323890,407610
540571,561785
-299564,129680
324019,-953410
-167683,-984872
683858,977938
665834,-596706
-487118,646676
226921,-278099
164498,-77494
81479,-779910
739882,562523
-470442,-93113
-363852,-405795
-761571,-283199
879659,-35128
291104,-137550
-41074,397645
278634,350133
89432,-986258
294623,-842021
87772,-78747
442093,555073
44991,633528
987409,262776
-562647,-270248
-788403,774996
-780605,-498146
-872817,-867762
-190840,454302
-103254,533595
-268368,796651
527009,533651
255793,893767
543961,71466
865707,919562
945482,956377
-615943,44200
-722252,690720
392533,796053
-812360,862457
50809,-84721
60688,518323
722280,877592
-30293,621401
-213087,860784
342862,-106085
482516,667772
40105,975562
-304575,-260721
-700005,-658466
172184,646331
-475709,174115
-911092,923223
509867,-21741
-514429,-492954
-115195,356448
375592,828984
-281544,234150
472680,-355003
-210585,-18976
366832,-185089
408095,-832121
-115389,183919
-960845,758031
-338284,106616
-151381,-401058
-459459,794017
-605892,588613
643442,551625
-140157,197937
775542,114442
-217634,-400585
538229,95315
-206417,983660
617028,-33174
510154,369547
-245209,-39966
-567962,493042
580814,-577155
898608,-503027
-344869,-804322
342529,417341
-122710,711492
667001,578068
537709,485685
-665493,-790956
723961,41750
979744,693265
28847,687226
768562,-244505
176052,-455809
-690495,-749392
-600274,382705
-186090,110262
497411,-983052
651168,-167936
579926,-121764
-362952,568721
68128,659995
-820099,179213
-776589,-715852
-727415,186627
357305,452386
-9646,-143239
-620579,-578416
-9988,-469231
-704784,986368
-890052,-38487
701425,655500
121119,206477
859218,635683
393334,911094
165582,300756
630794,255295
758028,293127
977823,-875734
-998955,876393
730877,797433
225133,389718
979900,-379188
55360,-312909
-40953,-847541
602695,39674
-544314,217555
-3811,454320
801705,-999852
149322,-660467
690356,-73418
477281,-276296
171974,904131
-506531,864387
332832,916137
-833034,-586923
251920,-680599
321889,143521
459504,185838
781504,397221
964606,-388373
538058,-212297
162893,-326228
856626,-742014
160181,-826127
-966034,97887
-758281,-364534
725421,985495
-31407,447131
689711,144203
-581190,434454
104583,953118
259767,-146019
-936018,826028
229427,794623
-275177,670457
-900935,-904084
-20860,-281439
-614979,-408492
-753833,258251
-589012,-727632
-706970,-251908
-621856,729563
-914695,-499453
270396,-940989
